,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
   Dossier Number  ,      Designation        , Country , ISO ,   Status   ,   Type    , Last relevant date ,   Product Categrory   ,      Latin Transcription     , Submission date , Publication date , Registration date , 1st Amendment date , 2nd Amendment date , 3rd Amendment date 
FR/PGI/0005/01208,Jambon de Lacaune,France,FR,Registered,PGI,27/08/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,03/03/2014,10/02/2015,27/08/2015,04/07/2017,,
HR/PDO/0005/01233,Ogulinski kiseli kupus/Ogulinsko kiselo zelje,Croatia,HR,Registered,PDO,21/08/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,27/05/2014,10/04/2015,21/08/2015,,,
BE/PGI/0005/01151,Plate de Florenville,Belgium,BE,Registered,PGI,31/07/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,06/09/2013,28/02/2015,31/07/2015,,,
ES/PDO/0005/01226,Fesols de Santa Pau,Spain,ES,Registered,PDO,31/07/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,14/05/2014,10/03/2015,31/07/2015,,,
FR/PGI/0005/01172,Artichaut du Roussillon,France,FR,Registered,PGI,31/07/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,05/11/2013,19/03/2015,31/07/2015,,,
UK/TSG/0007/0057,Traditional Bramley Apple Pie Filling,United Kingdom,GB,Registered,TSG,29/07/2015,"Class 1.6. Fruit, vegetables and cereals, fresh or processed",,05/11/2008,07/03/2015,29/07/2015,,,
IT/PGI/0005/01237,Salame Piemonte,Italy,IT,Registered,PGI,16/07/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,06/06/2014,04/03/2015,16/07/2015,,,
HR/PDO/0005/01206,Ekstra djevičansko maslinovo ulje Cres,Croatia,HR,Registered,PDO,15/07/2015,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,03/03/2014,19/02/2015,15/07/2015,,,
HR/PDO/0005/01225,Neretvanska mandarina ,Croatia,HR,Registered,PDO,15/07/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,08/05/2014,19/02/2015,15/07/2015,,,
NL/PGI/0005/01175,De Meerlander,Netherlands,NL,Registered,PGI,15/07/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,06/11/2013,27/02/2015,15/07/2015,,,
TH/PGI/0005/00814,กาแฟดอยตุง,Thailand,TH,Registered,PGI,14/07/2015,Class 1.8. other products of Annex I of the Treaty (spices etc.),Kafae Doi Tung ,27/05/2010,20/02/2014,14/07/2015,,,
TH/PGI/0005/00815,กาแฟดอยช้าง,Thailand,TH,Registered,PGI,14/07/2015,Class 1.8. other products of Annex I of the Treaty (spices etc.),Kafae Doi Chaang  ,27/05/2010,21/02/2014,14/07/2015,,,
DE/PGI/0005/01069,Obazda / Obatzter,Germany,DE,Registered,PGI,26/06/2015,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,13/12/2012,14/02/2015,26/06/2015,,,
PT/PGI/0005/00966,Arroz Carolino do Baixo Mondego,Portugal,PT,Registered,PGI,11/06/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,21/02/2012,24/01/2015,11/06/2015,,,
DE/PGI/0005/01112,Glückstädter Matjes,Germany,DE,Registered,PGI,28/05/2015,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,17/05/2013,07/01/2015,28/05/2015,,,
PT/PGI/0005/00846,Capão de Freamunde,Portugal,PT,Registered,PGI,28/05/2015,Class 1.1. Fresh meat (and offal),,10/01/2011,07/01/2015,28/05/2015,,,
PT/PGI/0005/01126,Pastel de Chaves,Portugal,PT,Registered,PGI,27/05/2015,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,02/07/2013,20/12/2014,27/05/2015,,,
NL/PGI/0005/01176,Hollandse geitenkaas,Netherlands,NL,Registered,PGI,12/05/2015,Class 1.3. Cheeses,,06/11/2013,11/12/2014,12/05/2015,,,
BE/PGI/0005/01125,Vlaamse laurier,Belgium,BE,Registered,PGI,06/05/2015,Class 3.5. Flowers and ornamental plants,,02/07/2013,02/12/2014,06/05/2015,,,
IT/PGI/0005/01120,Finocchiona,Italy,IT,Registered,PGI,23/04/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,27/06/2013,23/05/2014,23/04/2015,15/11/2017,,
IT/PGI/0005/01236,Patata Rossa di Colfiorito,Italy,IT,Registered,PGI,22/04/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,02/06/2014,02/12/2014,22/04/2015,,,
PT/PGI/0005/01011,Chouriça de Carne de Melgaço,Portugal,PT,Registered,PGI,16/04/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,02/07/2012,26/11/2014,16/04/2015,,,
PT/PGI/0005/01013,Presunto de Melgaço,Portugal,PT,Registered,PGI,16/04/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,02/07/2012,26/11/2014,16/04/2015,,,
PT/PGI/0005/01010,Chouriça de sangue de Melgaço,Portugal,PT,Registered,PGI,15/04/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,02/07/2012,25/11/2014,15/04/2015,,,
PT/PGI/0005/01012,Salpicão de Melgaço,Portugal,PT,Registered,PGI,15/04/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,02/07/2012,25/11/2014,15/04/2015,,,
AT/PDO/0005/01190,Pöllauer Hirschbirne,Austria,AT,Registered,PDO,14/04/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,16/12/2013,20/11/2014,14/04/2015,,,
HR/PGI/0005/01204,Krčki pršut,Croatia,HR,Registered,PGI,14/04/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,03/03/2014,19/11/2014,14/04/2015,,,
UK/PGI/0005/00889,Traditional Ayrshire Dunlop,United Kingdom,GB,Registered,PGI,14/04/2015,Class 1.3. Cheeses,,30/08/2011,21/11/2014,14/04/2015,,,
DE/PDO/0005/01144,Fränkischer Grünkern,Germany,DE,Registered,PDO,08/04/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,07/08/2013,18/11/2014,08/04/2015,,,
FR/PGI/0005/01148,Miel des Cévennes,France,FR,Registered,PGI,08/04/2015,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,03/09/2013,19/11/2014,08/04/2015,,,
ES/PDO/0005/01161,Oli de l’Empordà/Aceite de L’Empordà,Spain,ES,Registered,PDO,10/03/2015,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,23/09/2013,10/10/2014,10/03/2015,,,
DE/PDO/0005/00986,Weißlacker / Allgäuer Weißlacker,Germany,DE,Registered,PDO,26/02/2015,Class 1.3. Cheeses,,10/04/2012,15/10/2014,26/02/2015,,,
LT/PGI/0005/00868,Liliputas,Lithuania,LT,Registered,PGI,25/02/2015,Class 1.3. Cheeses,,14/03/2011,15/06/2013,25/02/2015,,,
IT/PDO/0005/01166,Pecorino delle Balze Volterrane,Italy,IT,Registered,PDO,20/02/2015,Class 1.3. Cheeses,,22/10/2013,26/09/2014,20/02/2015,,,
LV/PGI/0005/01153,Carnikavas nēģi,Latvia,LV,Registered,PGI,20/02/2015,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,11/09/2013,26/09/2014,20/02/2015,,,
PT/PGI/0005/01124,Meloa de Santa Maria — Açores,Portugal,PT,Registered,PGI,20/02/2015,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,01/07/2013,04/10/2014,20/02/2015,,,
ES/PDO/0005/0726,Vinagre de Montilla-Moriles,Spain,ES,Registered,PDO,15/01/2015,Class 1.8. other products of Annex I of the Treaty (spices etc.),,03/11/2008,09/10/2012,15/01/2015,,,
IT/PGI/0005/00944,Focaccia di Recco col formaggio,Italy,IT,Registered,PGI,14/01/2015,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,31/01/2012,01/06/2013,14/01/2015,,,
SK/PGI/0005/01008,Klenovecký syrec,Slovakia,SK,Registered,PGI,14/01/2015,Class 1.3. Cheeses,,22/06/2012,15/08/2014,14/01/2015,,,
BE/PGI/0005/01130,Potjesvlees uit de Westhoek,Belgium,BE,Registered,PGI,09/01/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,10/07/2013,09/08/2014,09/01/2015,,,
SI/PGI/0005/00764,Kranjska klobasa,Slovenia,SI,Registered,PGI,07/01/2015,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,24/03/2009,18/02/2012,07/01/2015,31/12/2015,,
IT/PDO/0005/01111,Pecorino Crotonese,Italy,IT,Registered,PDO,27/11/2014,Class 1.3. Cheeses,,13/05/2013,02/07/2014,27/11/2014,,,
DE/PGI/0005/01095,Westfälischer Pumpernickel,Germany,DE,Registered,PGI,21/11/2014,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,25/02/2013,26/06/2014,21/11/2014,,,
ES/PGI/0005/01133,Pemento de Mougán,Spain,ES,Registered,PGI,07/11/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,26/07/2013,27/06/2014,07/11/2014,,,
IT/PGI/0005/01067,Piadina Romagnola / Piada Romagnola,Italy,IT,Registered,PGI,04/11/2014,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,11/12/2012,21/05/2014,04/11/2014,,,
IT/PGI/0005/01114,Salama da sugo,Italy,IT,Registered,PGI,04/11/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,21/05/2013,12/06/2014,04/11/2014,,,
FR/PGI/0005/01085,Pomelo de Corse,France,FR,Registered,PGI,08/10/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,15/01/2013,26/04/2014,08/10/2014,,,
FR/PGI/0005/01135,Jambon de Vendée ,France,FR,Registered,PGI,08/10/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,30/07/2013,21/05/2014,08/10/2014,,,
BG/PGI/0005/01050,Българско розово масло,Bulgaria,BG,Registered,PGI,27/09/2014,Class 3.2. Essential oils,Bulgarsko rozovo maslo,26/10/2012,25/04/2014,27/09/2014,,,
IT/PGI/0005/01139,Pescabivona,Italy,IT,Registered,PGI,12/09/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,31/07/2013,08/04/2014,12/09/2014,,,
SK/PGI/0005/01026,Zázrivské vojky,Slovakia,SK,Registered,PGI,12/09/2014,Class 1.3. Cheeses,Zázrivské vojky,13/08/2012,11/04/2014,12/09/2014,,,
BG/TSG/0007/01020,Роле Трапезица,Bulgaria,BG,Registered,TSG,04/09/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",Role Trapezitsa,23/07/2012,05/04/2014,04/09/2014,,,
ES/PGI/0005/01052,Jamón de Serón,Spain,ES,Registered,PGI,14/08/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,29/10/2012,05/04/2014,14/08/2014,,,
IT/PGI/0005/01101,Torrone di Bagnara,Italy,IT,Registered,PGI,14/08/2014,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,27/03/2013,28/03/2014,14/08/2014,,,
PL/PGI/0005/1092,Cebularz lubelski,Poland,PL,Registered,PGI,05/08/2014,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,07/02/2013,19/03/2014,05/08/2014,,,
SE/PDO/0005/01084,Upplandskubb,Sweden,SE,Registered,PDO,05/08/2014,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,10/01/2013,18/03/2014,05/08/2014,,,
BG/TSG/0007/01017,Филе Елена,Bulgaria,BG,Registered,TSG,01/08/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",File Elena,23/07/2012,08/03/2014,01/08/2014,,,
BG/TSG/0007/01099,Луканка Панагюрска,Bulgaria,BG,Registered,TSG,01/08/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",LUKANKA PANAGYURSKA,28/02/2013,28/03/2014,01/08/2014,,,
FR/PDO/0005/00873,Bœuf de Charolles,France,FR,Registered,PDO,10/07/2014,Class 1.1. Fresh meat (and offal),,07/04/2011,13/02/2014,10/07/2014,,,
FR/PDO/0005/00838,Charolais,France,FR,Registered,PDO,20/06/2014,Class 1.3. Cheeses,,15/11/2010,31/01/2014,20/06/2014,,,
FR/PDO/0005/00992,Coppa de Corse / Coppa de Corse - Coppa di Corsica,France,FR,Registered,PDO,29/05/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,26/04/2012,16/03/2013,29/05/2014,,,
FR/PDO/0005/00993,Jambon sec de Corse / Jambon sec de Corse - Prisuttu ,France,FR,Registered,PDO,29/05/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,26/04/2012,19/03/2013,29/05/2014,,,
FR/PDO/0005/00994,Lonzo de Corse / Lonzo de Corse - Lonzu,France,FR,Registered,PDO,29/05/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,26/04/2012,20/03/2013,29/05/2014,,,
SI/PDO/0005/01098,Piranska sol,Slovenia,SI,Registered,PDO,30/04/2014,Class 1.8. other products of Annex I of the Treaty (spices etc.),,27/02/2013,03/12/2013,30/04/2014,,,
FR/PGI/0005/01083,Noisette de Cervione — Nuciola di Cervioni,France,FR,Registered,PGI,29/04/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,14/01/2013,13/12/2013,29/04/2014,,,
NO/PGI/0005/01054,Tørrfisk fra Lofoten,Norway,NO,Registered,PGI,26/04/2014,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,09/11/2012,11/12/2013,26/04/2014,,,
SI/PGI/0005/01025,Prekmurska Šunka,Slovenia,SI,Registered,PGI,26/04/2014,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,10/08/2012,11/12/2013,26/04/2014,,,
PT/TSG/0007/0064,Bacalhau de Cura Tradicional Portuguesa,Portugal,PT,Registered,TSG,24/04/2014,"Class 1.7. Fresh fish, molluscs and crustaceans and products derived therefrom",,10/01/2011,08/10/2013,24/04/2014,,,
DE/PGI/0005/01071,Elbe-Saale Hopfen,Germany,DE,Registered,PGI,15/04/2014,Class 1.8. other products of Annex I of the Treaty (spices etc.),,13/12/2012,26/11/2013,15/04/2014,,,
FR/PDO/0005/01045,Beurre de Bresse,France,FR,Registered,PDO,15/04/2014,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,18/10/2012,16/11/2013,15/04/2014,,,
FR/PDO/0005/01046,Crème de Bresse,France,FR,Registered,PDO,15/04/2014,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,18/10/2012,16/11/2013,15/04/2014,,,
IT/PDO/0005/00990,Miele Varesino,Italy,IT,Registered,PDO,01/04/2014,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,24/04/2012,31/10/2013,01/04/2014,,,
PT/PDO/0005/00847,Requeijão da Beira Baixa,Portugal,PT,Registered,PDO,01/04/2014,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,10/01/2011,26/10/2013,01/04/2014,,,
ES/PDO/0005/0720,Aceite de la Comunitat Valenciana,Spain,ES,Registered,PDO,27/03/2014,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,23/09/2008,25/09/2013,27/03/2014,,,
ES/PGI/0005/01037,Almendra de Mallorca / Almendra Mallorquina / Ametlla de Mallorca / Ametlla Mallorquina,Spain,ES,Registered,PGI,27/03/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,11/09/2012,31/10/2013,27/03/2014,,,
DE/PGI/0005/0803,Bornheimer Spargel / Spargel aus dem Anbaugebiet Bornheim,Germany,DE,Registered,PGI,14/03/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,17/03/2010,02/10/2013,14/03/2014,,,
DK/PGI/0005/00952,Lammefjordskartofler,Denmark,DK,Registered,PGI,14/03/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,16/02/2012,02/10/2013,14/03/2014,04/03/2016,,
IT/PDO/0005/01047,Strachitunt,Italy,IT,Registered,PDO,14/03/2014,Class 1.3. Cheeses,,19/10/2012,05/10/2013,14/03/2014,18/03/2016,,
DE/PGI/0005/01040,Höri Bülle,Germany,DE,Registered,PGI,11/03/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,28/09/2012,09/10/2013,11/03/2014,,,
ES/PDO/0005/01051,Aceituna de Mallorca / Aceituna Mallorquina / Oliva de Mallorca / Oliva Mallorquina ,Spain,ES,Registered,PDO,05/03/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,29/10/2012,25/09/2013,05/03/2014,,,
DE/PGI/0005/00971,Bayerische Breze / Bayerische Brezn / Bayerische Brez’n / Bayerische Brezel,Germany,DE,Registered,PGI,21/02/2014,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,23/02/2012,11/09/2013,21/02/2014,,,
HU/PGI/0005/00912,Szentesi paprika,Hungary,HU,Registered,PGI,21/02/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,30/11/2011,15/08/2013,21/02/2014,,,
IT/PGI/0005/01038,Patata dell’Alto Viterbese,Italy,IT,Registered,PGI,21/02/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,13/09/2012,20/08/2013,21/02/2014,,,
LT/PGI/0005/01059,Daujėnų naminė duona,Lithuania,LT,Registered,PGI,21/02/2014,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,28/11/2012,31/08/2013,21/02/2014,,,
ES/PGI/0005/00942,Gofio Canario,Spain,ES,Registered,PGI,11/02/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,24/01/2012,31/08/2013,11/02/2014,,,
SK/PDO/0005/01024,Paprika Žitava/Žitavská paprika,Slovakia,SK,Registered,PDO,11/02/2014,Class 1.8. other products of Annex I of the Treaty (spices etc.),,10/08/2012,28/08/2013,11/02/2014,,,
DE/PGI/0005/01015,Dithmarscher Kohl,Germany,DE,Registered,PGI,21/01/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,18/07/2012,10/08/2013,21/01/2014,,,
ES/PDO/0005/00943,Miel de Tenerife,Spain,ES,Registered,PDO,21/01/2014,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,24/01/2012,14/08/2013,21/01/2014,,,
FR/PDO/0005/00874,Châtaigne d’Ardèche,France,FR,Registered,PDO,21/01/2014,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,12/04/2011,14/08/2013,21/01/2014,,,
GB/PDO/0005/01068,Anglesey Sea Salt / Halen Môn,United Kingdom,GB,Registered,PDO,15/01/2014,Class 1.8. other products of Annex I of the Treaty (spices etc.),,11/12/2012,10/08/2013,15/01/2014,,,
UK/PGI/0005/0667,West Country Lamb,United Kingdom,GB,Registered,PGI,15/01/2014,Class 1.1. Fresh meat (and offal),,21/12/2007,09/08/2013,15/01/2014,01/08/2017,,
UK/PGI/0005/0668,West Country Beef,United Kingdom,GB,Registered,PGI,15/01/2014,Class 1.1. Fresh meat (and offal),,21/12/2007,09/08/2013,15/01/2014,01/08/2017,,
LT/TSG/0007/00910,Žemaitiškas kastinys,Lithuania,LT,Registered,TSG,11/01/2014,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,11/11/2011,15/08/2013,11/01/2014,,,
LV/TSG/0007/01043,Salinātā rudzu rupjmaize,Latvia,LV,Registered,TSG,09/01/2014,"Class 2.3. Confectionery, bread, pastry, cakes, biscuits and other baker's wares",,11/10/2012,22/06/2013,09/01/2014,,,
EL/PDO/0005/00888,Τοματάκι Σαντορίνης,Greece,GR,Registered,PDO,21/12/2013,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Tomataki Santorinis,26/08/2011,13/06/2013,21/12/2013,,,
TR/PGI/0005/0781,Antep Baklavası/Gaziantep Baklavası,Turkey,TR,Registered,PGI,21/12/2013,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,10/07/2009,08/08/2013,21/12/2013,,,
UK/PGI/0005/0652,Yorkshire Wensleydale ,United Kingdom,GB,Registered,PGI,21/12/2013,Class 1.3. Cheeses,,08/10/2007,09/08/2013,21/12/2013,,,
BE/PGI/0005/00967,Liers vlaaike,Belgium,BE,Registered,PGI,18/12/2013,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,22/02/2012,22/06/2013,18/12/2013,,,
CZ/PGI/0005/00805,Valašský frgál,Czech Republic,CZ,Registered,PGI,06/12/2013,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,04/04/2010,01/06/2013,06/12/2013,,,
DE/PGI/0005/00807,Holsteiner Tilsiter,Germany,DE,Registered,PGI,06/12/2013,Class 1.3. Cheeses,,26/04/2010,25/09/2012,06/12/2013,,,
FI/PGI/0005/00989,Puruveden muikku,Finland,FI,Registered,PGI,06/12/2013,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,19/04/2012,18/05/2013,06/12/2013,,,
ES/PDO/0005/00767,Aceite Sierra del Moncayo,Spain,ES,Registered,PDO,04/12/2013,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,02/02/2010,29/06/2013,04/12/2013,,,
ES/PGI/0005/00871,Cordero Segureño,Spain,ES,Registered,PGI,04/12/2013,Class 1.1. Fresh meat (and offal),,01/04/2011,26/06/2013,04/12/2013,,,
GB/PGI/0005/01087,Pembrokeshire Earlies / Pembrokeshire Early Potatoes,United Kingdom,GB,Registered,PGI,04/12/2013,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,29/01/2013,26/06/2013,04/12/2013,21/05/2016,,
FR/PGI/0005/0832,Saint-Marcellin,France,FR,Registered,PGI,29/11/2013,Class 1.3. Cheeses,,08/10/2010,13/12/2012,29/11/2013,,,
IT/PDO/0005/00981,Cozza di Scardovari,Italy,IT,Registered,PDO,26/11/2013,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,12/03/2012,15/06/2013,26/11/2013,,,
LT/PGI/0005/00819,Stakliškės,Lithuania,LT,Registered,PGI,26/11/2013,Class 1.8. other products of Annex I of the Treaty (spices etc.),,27/07/2010,12/06/2013,26/11/2013,,,
FR/PDO/0005/00813,Prés-salés du Mont-Saint-Michel,France,FR,Registered,PDO,22/11/2013,Class 1.1. Fresh meat (and offal),,25/06/2010,27/02/2013,22/11/2013,,,
FR/PGI/0005/00879,Pâté de Campagne Breton,France,FR,Registered,PGI,22/11/2013,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,23/05/2011,28/03/2012,22/11/2013,,,
GB/PGI/0005/00908,Orkney Scottish Island Cheddar,United Kingdom,GB,Registered,PGI,22/11/2013,Class 1.3. Cheeses,,03/11/2011,09/08/2012,22/11/2013,,,
SI/PGI/0005/0801,Slovenski med,Slovenia,SI,Registered,PGI,22/11/2013,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,10/03/2010,04/06/2013,22/11/2013,,,
PT/PDO/0005/00855,Maçã Riscadinha de Palmela,Portugal,PT,Registered,PDO,20/11/2013,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,31/01/2011,23/03/2013,20/11/2013,,,
PT/PDO/0005/00913,Sal de Tavira / Flor de Sal de Tavira,Portugal,PT,Registered,PDO,20/11/2013,Class 1.8. other products of Annex I of the Treaty (spices etc.),,07/12/2011,09/05/2013,20/11/2013,,,
FR/PDO/0005/0782,Rigotte de Condrieu,France,FR,Registered,PDO,19/11/2013,Class 1.3. Cheeses,,07/07/2009,07/05/2013,19/11/2013,,,
IE/PGI/0005/00980,Waterford Blaa / Blaa,Ireland,IE,Registered,PGI,19/11/2013,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,05/03/2012,14/05/2013,19/11/2013,,,
IT/PDO/0005/00859,Pecorino di Picinisco,Italy,IT,Registered,PDO,19/11/2013,Class 1.3. Cheeses,,28/02/2011,27/02/2013,19/11/2013,,,
IT/PDO/0005/00950,Puzzone di Moena / Spretz Tzaorì,Italy,IT,Registered,PDO,19/11/2013,Class 1.3. Cheeses,,08/02/2012,15/03/2013,19/11/2013,,,
SI/PDO/0005/0424,Mohant,Slovenia,SI,Registered,PDO,19/11/2013,Class 1.3. Cheeses,,29/10/2004,06/06/2013,19/11/2013,,,
ES/PDO/0005/0817,Cebolla Fuentes de Ebro,Spain,ES,Registered,PDO,15/11/2013,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,08/07/2010,05/12/2012,15/11/2013,,,
FR/PGI/0005/00845,Rillettes de Tours,France,FR,Registered,PGI,15/11/2013,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,18/01/2011,23/06/2012,15/11/2013,,,
HU/TSG/0007/0060,Tepertős pogácsa,Hungary,HU,Registered,TSG,14/11/2013,"Class 2.3. Confectionery, bread, pastry, cakes, biscuits and other baker's wares",,27/09/2010,20/06/2012,14/11/2013,25/08/2016,,
BE/PGI/0005/00968,Poperingse Hopscheuten / Poperingse Hoppescheuten,Belgium,BE,Registered,PGI,13/11/2013,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,22/02/2012,27/02/2013,13/11/2013,,,
IT/PGI/0005/00886,Maccheroncini di Campofilone,Italy,IT,Registered,PGI,13/11/2013,Class 2.7. Pasta,,27/07/2011,16/03/2013,13/11/2013,,,
UK/PDO/0005/0885,Fal Oyster,United Kingdom,GB,Registered,PDO,13/11/2013,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,22/07/2011,13/12/2012,13/11/2013,,,
DE/PDO/0005/00841,Stromberger Pflaume,Germany,DE,Registered,PDO,08/11/2013,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,03/01/2011,27/11/2012,08/11/2013,,,
ES/PGI/0005/00806,Queso Los Beyos,Spain,ES,Registered,PGI,08/11/2013,Class 1.3. Cheeses,,22/04/2010,01/03/2013,08/11/2013,,,
ES/PGI/0005/00890,Pan de Alfacar,Spain,ES,Registered,PGI,08/11/2013,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,05/09/2011,09/03/2013,08/11/2013,,,
