pk_jobs	status_jobs	modules_jobs	path_resources	screenshot_resources	fk_resources	parent_resources	url_resources	fk_cases	pk_results	analysis_results	manual_results	validation_results	path_resources	screenshot_resources	fk_resources	parent_resources	url_resources	fk_cases
240340	5	1,2,6,10	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/utopia.de_2018-01-23_583981.txt	NULL	583981	NULL	utopia.de	27	238100	{"add": {"shop_one": true, "lm_sites": 0, "lm_avg": 0, "oeko": {"logos": [], "ads": ["Bio", "\\u00f6kologisch", "\\u00d6kologisch", "bio", "\\u00d6ko"], "numbers": []}, "shop_avg": 76.33333333333333, "lm_one": false, "shop_sites": 3, "total_sites": 3}, "modules": {"1": [], "10": {}, "2": 78.0, "6": {"ads": ["\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "Bio", "Bio", "Bio", "Bio", "\\u00d6ko", "\\u00d6kologisch", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "bio", "bio", "bio", "bio", "bio", "bio", "\\u00d6ko", "\\u00d6ko", "bio", "\\u00d6ko", "Bio", "Bio", "bio", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio"], "legal": [], "fake": []}}}	{"add": {"shop_one": true, "lm_sites": 0, "lm_avg": 0, "oeko": {"logos": [], "ads": ["Bio", "\\u00f6kologisch", "\\u00d6kologisch", "bio", "\\u00d6ko"], "numbers": []}, "shop_avg": 76.33333333333333, "lm_one": false, "shop_sites": 3, "total_sites": 3}, "modules": {"1": [], "10": {}, "2": 78.0, "6": {"ads": ["\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "Bio", "Bio", "Bio", "Bio", "\\u00d6ko", "\\u00d6kologisch", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "bio", "bio", "bio", "bio", "bio", "bio", "\\u00d6ko", "\\u00d6ko", "bio", "\\u00d6ko", "Bio", "Bio", "bio", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio"], "legal": [], "fake": []}}}	0	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/utopia.de_2018-01-23_583981.txt	NULL	583981	NULL	utopia.de	27
240342	5	1,2,6,10	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/utopia.de_2018-01-23_583983.txt	NULL	583983	583981	utopia.de/impressum	27	238102	{"modules": {"1": [[{"Kreis": "\\"M\\u00fcnchen, Stadt\\"", "Land": null, "Ort": "M\\u00fcnchen ", "PLZ": "81543 ", "Bundesland": "Bayern", "Unternehmen": "Utopia GmbH ", "Strasse": "K\\u00fchbachstr. 11 "}, 15, 1], [{"Kreis": "\\"M\\u00fcnchen, Stadt\\"", "Land": "Germany ", "Ort": "M\\u00fcnchen ", "PLZ": "81543 ", "Bundesland": "Bayern", "Unternehmen": null, "Strasse": "K\\u00fchbachstr. 11 "}, 30, 1]], "10": {}, "2": 75.0, "6": {"ads": ["\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "Bio", "Bio", "Bio", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00d6kologisch", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "bio", "bio", "bio"], "legal": [], "fake": []}}}	{"modules": {"1": [[{"Kreis": "\\"M\\u00fcnchen, Stadt\\"", "Land": null, "Ort": "M\\u00fcnchen ", "PLZ": "81543 ", "Bundesland": "Bayern", "Unternehmen": "Utopia GmbH ", "Strasse": "K\\u00fchbachstr. 11 "}, 15, 1], [{"Kreis": "\\"M\\u00fcnchen, Stadt\\"", "Land": "Germany ", "Ort": "M\\u00fcnchen ", "PLZ": "81543 ", "Bundesland": "Bayern", "Unternehmen": null, "Strasse": "K\\u00fchbachstr. 11 "}, 30, 1]], "10": {}, "2": 75.0, "6": {"ads": ["\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "Bio", "Bio", "Bio", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00d6kologisch", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00d6ko", "bio", "bio", "bio"], "legal": [], "fake": []}}}	0	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/utopia.de_2018-01-23_583983.txt	NULL	583983	583981	utopia.de/impressum	27
240343	5	1,2,6,10	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/shop.basicbio.de_2018-01-23_583984.txt	NULL	583984	NULL	shop.basicbio.de	27	238103	{"add": {"shop_one": true, "lm_sites": 0, "oeko": {"logos": [], "ads": ["Bio", "biologisch", "bio", "\\u00d6ko", "\\u00f6kologisch", "Biologisch"], "numbers": []}, "lm_avg": 0, "shop_avg": 100.0, "lm_one": false, "shop_sites": 2, "total_sites": 2}, "modules": {"1": [], "10": {}, "2": 100.0, "6": {"ads": ["Bio", "bio", "bio", "bio", "bio", "Bio", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00f6kologisch", "bio", "Bio", "Biologisch", "Bio", "Bio", "biologisch", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio"], "legal": [], "fake": []}}}	{"add": {"shop_one": true, "lm_sites": 0, "oeko": {"logos": [], "ads": ["Bio", "biologisch", "bio", "\\u00d6ko", "\\u00f6kologisch", "Biologisch"], "numbers": []}, "lm_avg": 0, "shop_avg": 100.0, "lm_one": false, "shop_sites": 2, "total_sites": 2}, "modules": {"1": [], "10": {}, "2": 100.0, "6": {"ads": ["Bio", "bio", "bio", "bio", "bio", "Bio", "Bio", "\\u00d6ko", "\\u00d6ko", "\\u00f6kologisch", "bio", "Bio", "Biologisch", "Bio", "Bio", "biologisch", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio"], "legal": [], "fake": []}}}	0	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/shop.basicbio.de_2018-01-23_583984.txt	NULL	583984	NULL	shop.basicbio.de	27
240344	5	1,2,6,10	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/shop.basicbio.de_2018-01-23_583985.txt	NULL	583985	583984	shop.basicbio.de/Impressum	27	238104	{"modules": {"1": [[{"Kreis": "\\"M\\u00fcnchen, Stadt\\"", "Land": null, "Ort": "M\\u00fcnchen ", "PLZ": "81677 ", "Bundesland": "Bayern", "Unternehmen": "basic Aktiengesellschaft Lebensmittelhandel ", "Strasse": "Richard-Strauss-Stra\\u00dfe 48/1.OG "}, 15, 1]], "10": {}, "2": 100.0, "6": {"ads": ["bio", "bio", "bio", "bio", "bio", "Biologisch", "Bio", "Bio", "biologisch", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio"], "legal": [], "fake": []}}}	{"modules": {"1": [[{"Kreis": "\\"M\\u00fcnchen, Stadt\\"", "Land": null, "Ort": "M\\u00fcnchen ", "PLZ": "81677 ", "Bundesland": "Bayern", "Unternehmen": "basic Aktiengesellschaft Lebensmittelhandel ", "Strasse": "Richard-Strauss-Stra\\u00dfe 48/1.OG "}, 15, 1]], "10": {}, "2": 100.0, "6": {"ads": ["bio", "bio", "bio", "bio", "bio", "Biologisch", "Bio", "Bio", "biologisch", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio"], "legal": [], "fake": []}}}	0	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/shop.basicbio.de_2018-01-23_583985.txt	NULL	583985	583984	shop.basicbio.de/Impressum	27
240345	5	1,2,6,10	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/all-bio.de_2018-01-23_583986.txt	NULL	583986	NULL	all-bio.de	27	238105	{"add": {"shop_one": true, "lm_sites": 0, "oeko": {"logos": [], "ads": ["BIO", "Bio", "bio", "\\u00d6ko", "\\u00d6kologisch", "\\u00d6KO"], "numbers": []}, "lm_avg": 0, "shop_avg": 92.0, "lm_one": false, "shop_sites": 2, "total_sites": 2}, "modules": {"1": [], "10": {}, "2": 95.0, "6": {"ads": ["Bio", "Bio", "bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "\\u00d6ko", "\\u00d6kologisch", "BIO", "BIO", "Bio", "Bio", "Bio", "BIO", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "BIO", "BIO", "BIO", "\\u00d6ko", "BIO", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "bio", "Bio", "\\u00d6KO", "Bio", "Bio", "Bio", "Bio", "bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "Bio", "Bio", "bio", "bio", "Bio", "Bio", "bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio"], "legal": ["DE-\\u00d6KO-001"], "fake": []}}}	{"add": {"shop_one": true, "lm_sites": 0, "oeko": {"logos": [], "ads": ["BIO", "Bio", "bio", "\\u00d6ko", "\\u00d6kologisch", "\\u00d6KO"], "numbers": []}, "lm_avg": 0, "shop_avg": 92.0, "lm_one": false, "shop_sites": 2, "total_sites": 2}, "modules": {"1": [], "10": {}, "2": 95.0, "6": {"ads": ["Bio", "Bio", "bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "\\u00d6ko", "\\u00d6kologisch", "BIO", "BIO", "Bio", "Bio", "Bio", "BIO", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "BIO", "BIO", "BIO", "\\u00d6ko", "BIO", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "bio", "Bio", "\\u00d6KO", "Bio", "Bio", "Bio", "Bio", "bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "Bio", "Bio", "bio", "bio", "Bio", "Bio", "bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "Bio", "bio", "Bio", "Bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "Bio", "bio", "bio", "Bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "bio", "Bio"], "legal": ["DE-\\u00d6KO-001"], "fake": []}}}	0	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/all-bio.de_2018-01-23_583986.txt	NULL	583986	NULL	all-bio.de	27
240346	5	1,2,6,10	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/all-bio.de_2018-01-23_583987.txt	NULL	583987	583986	all-bio.de/Impressum	27	238106	{"modules": {"1": [], "10": {}, "2": 89.0, "6": {"ads": [], "legal": [], "fake": []}}}	{"modules": {"1": [], "10": {}, "2": 89.0, "6": {"ads": [], "legal": [], "fake": []}}}	0	http://aapvl01.gnet.haw-hamburg.de/resources/27/html/all-bio.de_2018-01-23_583987.txt	NULL	583987	583986	all-bio.de/Impressum	27
